soundFile,df,soa,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,thisRow.t,notes,instr.started,instrText.started,instrKey.started,instr.stopped,instrKey.keys,instrKey.rt,instrKey.duration,practice_intro.started,pracIntroText.started,pracIntroKey.started,practice_intro.stopped,pracIntroKey.keys,pracIntroKey.rt,pracIntroKey.duration,practice_trial_sound.started,fixation.started,fixation.stopped,stimSound.started,stimSound.stopped,practice_trial_sound.stopped,practice_trial_response.started,response.started,key_resp.started,practice_trial_response.stopped,practiceLoop.key_resp.keys,practiceLoop.key_resp.rt,practiceLoop.key_resp.duration,main_intro.started,main_text.started,start_key.started,main_intro.stopped,start_key.keys,start_key.rt,start_key.duration,main_trial_sound.started,fixation_2.started,fixation_2.stopped,stimSound_2.started,stimSound_2.stopped,main_trial_sound.stopped,main_trial_response.started,response_2.started,key_resp_2.started,main_trial_response.stopped,mainLoop.key_resp_2.keys,mainLoop.key_resp_2.rt,mainLoop.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
stimuli/stim_df4_soa0.09.wav,4,0.09,8,8,0,1,1.0117123739910312,None,,,,0,8,8,3,,,,,83.42170779197477,,,,,,,,,,,,,,,,83.4127577089821,83.42170779197477,84.11950499998056,84.20271179164799,88.5392354169744,88.53231779197813,88.53239833397674,88.5392354169744,88.5392354169744,89.55455287499353,1,1.0117123739910312,None,,,,,,,,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df6_soa0.18.wav,6,0.18,9,9,0,2,0.38042900001164526,None,,,,0,9,9,8,,,,,89.58542466699146,,,,,,,,,,,,,,,,89.57816312499926,89.58542466699146,90.28019933399628,90.36358883366144,99.01903154197498,99.01151962499716,99.01158745898283,99.01903154197498,99.01903154197498,99.40456345898565,2,0.38042900001164526,None,,,,,,,,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df6_soa0.09.wav,6,0.09,10,10,0,2,0.8250456659880001,None,,,,0,10,10,6,,,,,99.4287576249917,,,,,,,,,,,,,,,,99.4195341669838,99.4287576249917,100.11955941698398,100.21349229166323,104.55146404198604,104.54175958398264,104.54182849999052,104.55146404198604,104.55146404198604,105.38229504198534,2,0.8250456659880001,None,,,,,,,,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df8_soa0.18.wav,8,0.18,11,11,0,1,0.7993177910102531,None,,,,0,11,11,11,,,,,105.41105075000087,,,,,,,,,,,,,,,,105.40382083397708,105.41105075000087,106.1028096669761,106.18587791663983,114.84692745897337,114.8338136249804,114.83387920897803,114.84692745897337,114.84692745897337,115.64895641698968,1,0.7993177910102531,None,,,,,,,,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df2_soa0.12.wav,2,0.12,12,12,0,2,0.3238226239918731,None,,,,0,12,12,1,,,,,115.67196041697753,,,,,,,,,,,,,,,,115.66459812497487,115.67196041697753,116.36943820898887,116.45271895864086,122.23016079197987,122.2198191669886,122.219878666976,122.23016079197987,122.23016079197987,122.5655754589825,2,0.3238226239918731,None,,,,,,,,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df10_soa0.09.wav,10,0.09,13,13,0,2,0.48000470802071504,None,,,,0,13,13,12,,,,,122.58937120897463,,,,,,,,,,,,,,,,122.57881266699405,122.58937120897463,123.28587220897316,123.36928254165493,127.71358066698303,127.69732995898812,127.69741470899316,127.71358066698303,127.71358066698303,128.19914099999005,2,0.48000470802071504,None,,,,,,,,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df12_soa0.12.wav,12,0.12,14,14,0,1,0.5364157909934875,None,,,,0,14,14,16,,,,,128.2226286669902,,,,,,,,,,,,,,,,128.2148442089965,128.2226286669902,128.91951624999638,129.00213904164073,134.78026995898108,134.76997774999472,134.7700344999903,134.78026995898108,134.78026995898108,135.32150879199617,1,0.5364157909934875,None,,,,,,,,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df2_soa0.09.wav,2,0.09,15,15,0,1,0.6993645830079913,None,,,,0,15,15,0,,,,,135.34485545899952,,,,,,,,,,,,,,,,135.33584166699438,135.34485545899952,136.03609512498952,136.13024654164136,140.48058758399566,140.45808045897866,140.45814312499715,140.48058758399566,140.48058758399566,141.18226174998563,1,0.6993645830079913,None,,,,,,,,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df4_soa0.12.wav,4,0.12,16,16,0,2,1.2975498330197297,None,,,,0,16,16,4,,,,,141.20661074999953,,,,,,,,,,,,,,,,141.199206166988,141.20661074999953,141.9025152499962,141.98597758365602,147.7635650000011,147.75328833397361,147.75336308398983,147.7635650000011,147.7635650000011,149.0657447919948,2,1.2975498330197297,None,,,,,,,,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df12_soa0.09.wav,12,0.09,17,17,0,1,0.5308900819800328,None,,,,0,17,17,15,,,,,149.08776374999434,,,,,,,,,,,,,,,,149.07926266698632,149.08776374999434,149.7861695419997,149.86924012564512,154.21354654198512,154.19730745899142,154.19737099998747,154.21354654198512,154.21354654198512,154.74905516699073,1,0.5308900819800328,None,,,,,,,,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.7493085419992,154.76140041698818,154.76140041698818,158.08222574999672,space,3.3169677490077447,None,,,,,,,,,,,,,,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df12_soa0.18.wav,12,0.18,0,0,0,,,,2,0.6315291660139337,None,,,,,0,0,0,17,158.12150470897905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.108575249993,158.12150470897905,158.81922408399987,158.88598670866148,167.54702312499285,167.53413958399324,167.53422216698527,167.54702312499285,167.54702312499285,168.18228816697956,2,0.6315291660139337,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df4_soa0.12.wav,4,0.12,1,1,0,,,,1,0.21153404100914486,None,,,,,0,1,1,4,168.20883745898027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.20122683397494,168.20883745898027,168.90214045898756,168.98597925066522,174.76357720899978,174.75333383399993,174.7533956669795,174.76357720899978,174.76357720899978,174.98231512497296,1,0.21153404100914486,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df8_soa0.12.wav,8,0.12,2,2,0,,,,2,0.4634721660113428,None,,,,,0,2,2,10,175.0063324169896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.9968487919832,175.0063324169896,175.7027092499775,175.78613666666595,181.56348204199458,181.55308812498697,181.55314754199935,181.56348204199458,181.56348204199458,182.03244454198284,2,0.4634721660113428,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df6_soa0.12.wav,6,0.12,3,3,0,,,,2,0.2759513750206679,None,,,,,0,3,3,7,182.05761416698806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0488089589926,182.05761416698806,182.75257720900117,182.83544754164566,188.6135412500007,188.60295195897925,188.60301008398528,188.6135412500007,188.6135412500007,188.89899149999837,2,0.2759513750206679,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df4_soa0.09.wav,4,0.09,4,4,0,,,,1,0.2822302080166992,None,,,,,0,4,4,3,188.92155304198968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.91122049998376,188.92155304198968,189.61951374998898,189.7028276666572,194.03787470899988,194.03101254199282,194.03107733398792,194.03787470899988,194.03787470899988,194.32223070898908,1,0.2822302080166992,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df12_soa0.12.wav,12,0.12,5,5,0,,,,2,0.4919136250100564,None,,,,,0,5,5,16,194.3492546249763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.3419448749919,194.3492546249763,195.04682099999627,195.1301131666444,200.90591037497506,200.89879241699236,200.89887512498535,200.90591037497506,200.90591037497506,201.4050600839837,2,0.4919136250100564,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df10_soa0.12.wav,10,0.12,6,6,0,,,,2,0.517423206998501,None,,,,,0,6,6,13,201.42812670898275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.42046516700066,201.42812670898275,202.11961633397732,202.21383741664275,207.98865474999184,207.98184299998684,207.98192374999053,207.98865474999184,207.98865474999184,208.51550054198015,2,0.517423206998501,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df2_soa0.18.wav,2,0.18,7,7,0,,,,2,0.5460536660102662,None,,,,,0,7,7,2,208.54284537499188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.53577091699117,208.54284537499188,209.2359726249997,209.31903695865574,217.9802762499894,217.96700008399785,217.96707562499796,217.9802762499894,217.9802762499894,218.53245949998382,2,0.5460536660102662,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df6_soa0.09.wav,6,0.09,8,8,0,,,,1,0.4768384579801932,None,,,,,0,8,8,6,218.5545795839862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.5443203339819,218.5545795839862,219.25326133400085,219.3358589586608,223.67139499998302,223.66400420898572,223.66412674999447,223.67139499998302,223.67139499998302,224.1553242089867,1,0.4768384579801932,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df8_soa0.09.wav,8,0.09,9,9,0,,,,2,0.332152582006529,None,,,,,0,9,9,9,224.17454524998902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.16727254199213,224.17454524998902,224.86932108399924,224.96359983366372,229.29719495898462,229.29053883400047,229.29059974997654,229.29719495898462,229.29719495898462,229.6323522089806,2,0.332152582006529,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df8_soa0.18.wav,8,0.18,10,10,0,,,,1,2.1799762079899665,None,,,,,0,10,10,11,229.660565416998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.65357095899526,229.660565416998,230.35267870899406,230.43598575063905,239.09681529199588,239.08341837499756,239.08347008397686,239.09681529199588,239.09681529199588,241.28239762497833,1,2.1799762079899665,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df2_soa0.12.wav,2,0.12,11,11,0,,,,1,0.6188122489838861,None,,,,,0,11,11,1,241.30718337500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.29705862500123,241.30718337500002,242.0032726249774,242.0854302086557,247.86351995897712,247.85299004198168,247.85306195897283,247.86351995897712,247.86351995897712,248.48823754198384,1,0.6188122489838861,None,240561,001,2026-03-12_14h43.02.544,ASS_builder_online,,2025.1.1,None,2026-03-12 14h43.10.234613 +0900,
stimuli/stim_df4_soa0.18.wav,4,0.18,12,12,0,,,,,,,,,,,0,12,12,5,248.5161429589789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.50871779199224,248.5161429589789,249.2134511669865,249.29677629165624,257.95134658398456,257.9444800419733,257.9445315419871,257.95134658398456,257.95134658398456,,,,,,,,,,,,,
