soundFile,df,soa,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop2.thisRepN,mainLoop2.thisTrialN,mainLoop2.thisN,mainLoop2.thisIndex,thisRow.t,notes,instr.started,instrText.started,instrKey.started,instr.stopped,instrKey.keys,instrKey.rt,instrKey.duration,practice_intro.started,pracIntroText.started,pracIntroKey.started,practice_intro.stopped,pracIntroKey.keys,pracIntroKey.rt,pracIntroKey.duration,practice_trial_sound.started,fixation.started,fixation.stopped,stimSound.started,stimSound.stopped,practice_trial_sound.stopped,practice_trial_response.started,response.started,key_resp.started,practice_trial_response.stopped,practiceLoop.key_resp.keys,practiceLoop.key_resp.rt,practiceLoop.key_resp.duration,main_intro.started,main_text.started,start_key.started,main_intro.stopped,start_key.keys,start_key.rt,start_key.duration,main_trial_sound.started,fixation_2.started,fixation_2.stopped,stimSound_2.started,stimSound_2.stopped,main_trial_sound.stopped,main_trial_response.started,response_2.started,key_resp_2.started,main_trial_response.stopped,mainLoop.key_resp_2.keys,mainLoop.key_resp_2.rt,mainLoop.key_resp_2.duration,break_2.started,break_text.started,break_key.started,break_2.stopped,break_key.keys,break_key.rt,break_key.duration,main_trial_sound2.started,fixation_3.started,fixation_3.stopped,stimSound_3.started,stimSound_3.stopped,main_trial_sound2.stopped,main_trial_response2.started,response_3.started,key_resp_3.started,main_trial_response2.stopped,mainLoop2.key_resp_3.keys,mainLoop2.key_resp_3.rt,mainLoop2.key_resp_3.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
stimuli/stim_df12_soa0.12.wav,12,0.12,1,1,0,,,,2,0.8916949160047807,None,,,,,,,,0,1,1,16,,,,,174.94796466699336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.94010750000598,174.94796466699336,175.6369228750118,175.73132654166355,181.51471029198729,181.4995167920133,181.49957179199555,181.51471029198729,181.51471029198729,182.4166139579902,2,0.8916949160047807,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df6_soa0.12.wav,6,0.12,2,2,0,,,,2,0.2706504989764653,None,,,,,,,,0,2,2,7,,,,,182.44003512500785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.43279024999356,182.44003512500785,183.1367780000146,183.2210551246574,188.99648662499385,188.98920987499878,188.98927416699007,188.99648662499385,188.99648662499385,189.27312595798867,2,0.2706504989764653,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df12_soa0.09.wav,12,0.09,3,3,0,,,,1,1.361699081986444,None,,,,,,,,0,3,3,15,,,,,189.29577833300573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.2872782080085,189.29577833300573,189.98712987499312,190.08137316667515,194.41758362500696,194.40960358301527,194.40968775001238,194.41758362500696,194.41758362500696,195.78264066699194,1,1.361699081986444,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df4_soa0.12.wav,4,0.12,4,4,0,,,,2,0.2533689999836497,None,,,,,,,,0,4,4,4,,,,,195.80573920800816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.79859416699037,195.80573920800816,196.49736987499637,196.58673270867828,202.36346995801432,202.35485562498798,202.35496462500305,202.36346995801432,202.36346995801432,202.62218695800402,2,0.2533689999836497,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df2_soa0.18.wav,2,0.18,5,5,0,,,,1,0.7675766659958754,None,,,,,,,,0,5,5,2,,,,,202.6513904579915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.64428666699678,202.6513904579915,203.3479950829933,203.43135833368095,212.08616283300216,212.07910016700043,212.0791670420149,212.08616283300216,212.08616283300216,212.8570610420138,1,0.7675766659958754,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df8_soa0.18.wav,8,0.18,6,6,0,,,,2,0.20456754101905972,None,,,,,,,,0,6,6,11,,,,,212.88573383301264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.87874799998826,212.88573383301264,213.58124137501,213.66454245866433,222.319275249989,222.3121004170098,222.31216208299156,222.319275249989,222.319275249989,222.53374466698733,2,0.20456754101905972,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df8_soa0.09.wav,8,0.09,7,7,0,,,,2,0.5690021660120692,None,,,,,,,,0,7,7,9,,,,,222.5568950829911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.5465151249955,222.5568950829911,223.25435450000805,223.33714691666344,227.67317379199085,227.66607237499557,227.66616062499816,227.67317379199085,227.67317379199085,228.24987050000345,2,0.5690021660120692,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df2_soa0.09.wav,2,0.09,8,8,0,,,,1,0.7071138749888632,None,,,,,,,,0,8,8,0,,,,,228.2721232920012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.26261591698858,228.2721232920012,228.97122437501093,229.0543755836591,233.39783008300583,233.3823646249948,233.38242908299435,233.39783008300583,233.39783008300583,234.11730133299716,1,0.7071138749888632,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df4_soa0.09.wav,4,0.09,9,9,0,,,,2,0.9095169990032446,None,,,,,,,,0,9,9,3,,,,,234.13944345799973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.13036025001202,234.13944345799973,234.83784699998796,234.92098649967036,239.26464708300773,239.24884329200722,239.2489186669991,239.26464708300773,239.26464708300773,240.18297612501192,2,0.9095169990032446,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df8_soa0.12.wav,8,0.12,10,10,0,,,,1,0.3900967910012696,None,,,,,,,,0,10,10,10,,,,,240.2050055419968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.19736620801268,240.2050055419968,240.8978860419884,240.98733049966202,246.76380308301304,246.75557487498736,246.7556414169958,246.76380308301304,246.76380308301304,247.16697966700303,1,0.3900967910012696,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df6_soa0.18.wav,6,0.18,11,11,0,,,,2,0.30574237401015125,None,,,,,,,,0,11,11,8,,,,,247.19549079201533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.1888162920077,247.19549079201533,247.88794895799947,247.97127095866406,256.63123875000747,256.6184340000036,256.61850029201014,256.63123875000747,256.63123875000747,256.9396082079911,2,0.30574237401015125,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df10_soa0.09.wav,10,0.09,12,12,0,,,,1,0.43474654099554755,None,,,,,,,,0,12,12,12,,,,,256.96271108300425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.9536410830042,256.96271108300425,257.65325320800184,257.7478722496637,262.083378832991,262.07568158299546,262.07582925001043,262.083378832991,262.083378832991,262.5233732080087,1,0.43474654099554755,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df6_soa0.09.wav,6,0.09,13,13,0,,,,2,0.40889429100207053,None,,,,,,,,0,13,13,6,,,,,262.5445716670074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.5368494580034,262.5445716670074,263.23730095798965,263.33125262466297,267.66708904199186,267.65867095801514,267.6587305419962,267.66708904199186,267.66708904199186,268.08347645800677,2,0.40889429100207053,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df2_soa0.12.wav,2,0.12,14,14,0,,,,1,0.6190357909945305,None,,,,,,,,0,14,14,1,,,,,268.10668558301404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0996594169992,268.10668558301404,268.8035438329971,268.88750262465715,274.6635747080145,274.6555442500103,274.65561016701395,274.6635747080145,274.6635747080145,275.28930183299235,1,0.6190357909945305,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df10_soa0.18.wav,10,0.18,15,15,0,,,,2,0.6939626239764038,None,,,,,,,,0,15,15,14,,,,,275.31852241701563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.31068533301004,275.31852241701563,276.01394745800644,276.09784370867806,284.75282458300353,284.7453754169983,284.7454530420073,284.75282458300353,284.75282458300353,285.44964887501555,2,0.6939626239764038,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df4_soa0.18.wav,4,0.18,16,16,0,,,,1,0.8926715410198085,None,,,,,,,,0,16,16,5,,,,,285.47912400000496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.470451583009,285.47912400000496,286.1706631249981,286.2542798746765,294.9145904580073,294.9022790000017,294.9023717920063,294.9145904580073,294.9145904580073,295.816714332992,1,0.8926715410198085,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
stimuli/stim_df12_soa0.18.wav,12,0.18,17,17,0,,,,1,0.9205948739836458,None,,,,,,,,0,17,17,17,,,,,295.84461562501383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.8361738329986,295.84461562501383,296.5379353330063,296.6208179166754,305.2811667500064,305.2679452080047,305.26800479201484,305.2811667500064,305.2811667500064,306.20650891700643,1,0.9205948739836458,None,,,,,,,,,,,,,,,,,,,,,,,,,meg,001,2026-03-12_10h55.58.434,ASS_builder_online,,2025.1.1,None,2026-03-12 10h56.04.920449 +0900,
